1|KS A 0516|소용돌이 유량계에 의한 유량 측정 방법 (폐지)|2003-12-11|2003-1571||김세진|
1946|KS B 7010|가정용 재봉틀 머리부의 분류와 표시 기호 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
1947|KS B 7011|가정용 재봉틀 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1948|KS B 7012|가정용 재봉틀 바늘 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
1949|KS B 7013|가정용 재봉틀 테이블 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1950|KS B 7014|가정용 직선 바느질 재봉틀의 머리부 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1951|KS B 7015|가정용 재봉틀의 암 베드 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1952|KS B 7016|가정용재봉틀부위의공차 (폐지)|1985-07-22||기계융합산업표준과|양승배|
1953|KS B 7017|고압 액류염색기의 온도계, 압력계 및 패널 치수 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
1954|KS B 7021|가정용 재봉틀의 노루발 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1955|KS B 7022|가정용 박음질 재봉틀의 수직 반회전 반달집 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1956|KS B 7023|가정용 재봉틀의 V 벨트 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1957|KS B 7024|가정용 박음질 재봉틀의 북 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1958|KS B 7025|가정용 재봉틀의 상축 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1959|KS B 7026|가정용 재봉틀의 하축 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1960|KS B 7027|가정용 재봉틀의 바늘대 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1961|KS B 7028|가정용 재봉틀의 누름대 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1962|KS B 7029|가정용 재봉틀의 크랭크 로드 (폐지)|1979-12-24||기계융합산업표준과|양승배|
1963|KS B 7030|가정용 재봉틀의 수평 밀대 (폐지)|1995-12-18||기계융합산업표준과|양승배|
1964|KS B 7031|가정용 재봉틀의 들대 (폐지)|1995-12-18||기계융합산업표준과|양승배|
1965|KS B 7032|가정용 재봉틀의 세 갈래 크랭크 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1966|KS B 7033|가정용 재봉틀의 Y 로드 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1967|KS B 7034|가정용 재봉틀의 반달 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1968|KS B 7035|가정용 재봉틀의 실채기 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1969|KS B 7036|가정용 재봉틀의 실채기 캠 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1970|KS B 7037|가정용 재봉틀의 크랭크 로드 연결 나사 (폐지)|1979-12-24||기계융합산업표준과|양승배|
1971|KS B 7038|가정용 재봉틀의 Y 로드 연결 나사 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1972|KS B 7039|가정용 재봉틀의 암나사 부품 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1973|KS B 7040|가정용 재봉틀의 바늘판 (폐지)|1995-12-18||기계융합산업표준과|양승배|
1974|KS B 7041|가정용 재봉틀의 미끄럼판 (폐지)|1995-12-18||기계융합산업표준과|양승배|
1975|KS B 7042|가정용 재봉틀 이송 톱니 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1976|KS B 7043|가정용 재봉틀 북집 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1977|KS B 7044|가정용 재봉틀의 발틀식 구동 장치 (폐지)|1995-12-18||기계융합산업표준과|양승배|
1978|KS B 7045|가정용 재봉틀의 머리 받침쇠 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1979|KS B 7046|가정용 재봉틀 테이블의 경첩 및 자물쇠류 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1980|KS B 7047|가정용 재봉틀의 나사붙이 센터 (폐지)|1995-12-18||기계융합산업표준과|양승배|
1981|KS B 7048|가정용 재봉틀의 밀판 나사붙이 센터 (폐지)|1995-12-18||기계융합산업표준과|양승배|
1982|KS B 7049|가정용 재봉틀의 크랭크 연결봉 힌지 나사 너트 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1983|KS B 7050|가정용 재봉틀의 나사 센터 너트 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1984|KS B 7051|공업용 재봉틀 바늘 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
1985|KS B 7052|가정용 지그재그 바느질 재봉틀 머리부 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1986|KS B 7053|공업용 재봉틀 미끄럼판 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1987|KS B 7054|공업용 재봉틀의 수직 전체 회전 북집 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
1988|KS B 7055|공업용 재봉틀의 누름대 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1989|KS B 7056|공업용 재봉틀의 이송대 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1990|KS B 7057|공업용 재봉틀의 바늘대 크랭크 로드 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1991|KS B 7058|공업용 재봉틀의 바늘대 (폐지)|2005-06-13|2005-0306|기계융합산업표준과|양승배|
1992|KS B 7059|산업용 재봉기의 진동 측정 방법|2020-11-24|2020-0396|기계융합산업표준과|정지훈|
1993|KS B 7060|컴퓨터 자수기의 성능 및 시험방법 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
1994|KS B 7061|수동 뜨개질 기계 (폐지)|1996-08-08||기계융합산업표준과|양승배|
1995|KS B 7062|수동 뜨개질 기계용 메리야스 바늘 (폐지)|1996-08-08||기계융합산업표준과|양승배|
1996|KS B 7063|수동 뜨개질 기계용 갈구리 바늘 (폐지)|1996-08-08||기계융합산업표준과|양승배|
1997|KS B 7064|수동뜨개질기계용 옮김 바늘 (폐지)|1986-09-23||기계융합산업표준과|양승배|
1998|KS B 7065|수동뜨개질기계용 모양판 (폐지)|1986-09-23||기계융합산업표준과|양승배|
1999|KS B 7066|수동뜨개질기계용 걸쇠 바늘 (폐지)|1986-09-23||기계융합산업표준과|양승배|
2000|KS B 7067|견직기의 크기 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
2001|KS B 7068|위치 결정 X－Y 테이블의 정밀도 시험 방법|2017-11-29|2017-0551|전기전자정보표준과|정진우|
2002|KS B 7069|플라스틱 케이블 덕트 (폐지)|2013-11-28|2013-0649|기계융합산업표준과|강민구|
2003|KS B 7070|매크로 파라메트릭 교환표준 ― 개요|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2004|KS B 7071|제품모델 기본 용어 (폐지)|2013-11-28|2013-0649|기계융합산업표준과|강민구|
2005|KS B 7081|산업용 로봇 특성 . 기능 표시 방법 (폐지)|2003-07-24|2003-0884|기계융합산업표준과|강민구|
2006|KS B 7083|산업용 로봇의 안전 통칙 (폐지)|2013-11-28|2013-0649|기계융합산업표준과|강민구|
2007|KS B 7084|산업용 로봇 ─ 조작 장치 등에 관한 기능 식별 기호 및 식별 색|2021-11-26|2021-0547|기계융합산업표준과|강민구|
2008|KS B 7085|복동식 자카드 (폐지)|2013-12-30|2013-0088|기계융합산업표준과|양승배|
2009|KS B 7086|산업용 로봇 — 모듈화 설계 통칙|2021-11-26|2021-0547|기계융합산업표준과|강민구|
2010|KS B 7089|FA 용어|2020-10-28|2020-0323|전기전자정보표준과|정진우|
2011|KS B 7090|CAD 용어|2021-09-27|2021-0403|전기전자정보표준과|정진우|
2012|KS B 7091|CAD 제도|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2013|KS B 7092|플로터 용어|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2014|KS B 7093|프로그래머블 컨트롤러 용어|2020-10-28|2020-0323|전기전자정보표준과|정진우|
2015|KS B 7094|플로터 - 시방항목 (폐지)|2013-12-19||전기전자정보표준과|정진우|
2016|KS B 7095|디지타이저 - 시방 항목 (폐지)|2013-12-19||전기전자정보표준과|정진우|
2017|KS B 7096|산업용 로봇 — 전기 장치|2021-11-26|2021-0547|기계융합산업표준과|강민구|
2018|KS B 7097|산업용 로봇 — 프로그램 언어 SLIM|2021-11-26|2021-0548|기계융합산업표준과|강민구|
2019|KS B 7098-1|산업 자동화 시스템 - 생산 메시지 시방 ― 제1부: 서비스 정의 (폐지)|2013-11-14|2013-0606|전기전자정보표준과|정진우|
2020|KS B 7098-2|산업 자동화 시스템 - 생산 메시지 시방 ― 제2부: 프로토콜 시방 (폐지)|2013-11-14|2013-0606|전기전자정보표준과|정진우|
2021|KS B 7101|인력 탈곡기 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2022|KS B 7102|동력 탈곡기 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2023|KS B 7103|인력답용중경제초기 (폐지)|1987-04-03||기계융합산업표준과|양승배|
2024|KS B 7104|동력분무기|2021-10-05|2021-0430|기계융합산업표준과|정현우|
2025|KS B 7105|동력 분무기용 노즐대 호스 연결구의 주요 치수 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2026|KS B 7106|정미기 ( 마찰형 ) (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2027|KS B 7107|전기 공압식 포지셔너의 성능 평가 방법 (폐지)|2013-12-27|2013-0061|기계융합산업표준과|양승배|
2028|KS B 7108|크레인 ― 크레인 작업 표준 신호 방법 (폐지)|2013-12-12|2013-0692|기계융합산업표준과|양승배|
2029|KS B 7109|토공기계 ― 안전 ― 1부: 일반 요건 (폐지)|2013-10-29|2013-0578|기계융합산업표준과|양승배|
2030|KS B 7110|토공기계 ― 안전 ― 2부: 트랙터 도저에 대한 요건 (폐지)|2013-10-29|2013-0578|기계융합산업표준과|양승배|
2031|KS B 7111|토공기계 ― 안전 ― 3부: 로더에 대한 요건 (폐지)|2013-10-29|2013-0578|기계융합산업표준과|양승배|
2032|KS B 7112|토공기계 ― 안전 ― 5부: 유압 굴삭기에 대한 요건 (폐지)|2013-10-29|2013-0578|기계융합산업표준과|양승배|
2033|KS B 7113|토공기계 ― 안전 ― 8부: 그레이더의 요건 (폐지)|2013-10-29|2013-0578|기계융합산업표준과|양승배|
2034|KS B 7114|선호미 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|김민우|
2035|KS B 7115|낫 (폐지)|1995-05-23||기계융합산업표준과|김민우|
2036|KS B 7116|인력 새끼틀 (폐지)|1987-04-03||기계융합산업표준과|양승배|
2037|KS B 7117|인력 살분기 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2038|KS B 7118|분무기용 콕|2021-10-05|2021-0430|기계융합산업표준과|정현우|
2039|KS B 7119|탈곡기 급치 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2040|KS B 7120|플라이휠형 사료 커터 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2041|KS B 7121|실린더형 사료커터|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2042|KS B 7122|농업 기계용 림의 윤곽|2021-10-05|2021-0430|기계융합산업표준과|정현우|
2043|KS B 7123|동력경운기용 트레일러|2021-10-05|2021-0430|기계융합산업표준과|정현우|
2044|KS B 7124|경운기용 트레일러의 브레이크붙이 차축|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2045|KS B 7125|동력 경운기용 히치 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2046|KS B 7127|농업 기계용 피드 체인 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|정현우|
2047|KS B 7128|자동 탈곡기용 검불 절단칼 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2048|KS B 7129|자동 탈곡기용 배진 날개 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2049|KS B 7130|동력 경운기용 클러치 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2050|KS B 7131|동력 경운기용 경심 조절륜 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2051|KS B 7132|동력경운기용경심조절륜조절나사치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2052|KS B 7133|동력 경운기용 디스크 휘일 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2053|KS B 7134|동력 경운기용 철 차륜 치수 (폐지)|2014-12-15|2014-0827|기계융합산업표준과|양승배|
2054|KS B 7136|동력 경운기용 배토기 지지봉 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2055|KS B 7137|동력 경운기용 쟁기 연결핀 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2056|KS B 7138|동력 경운기용 쟁기의 보습 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2057|KS B 7139|농업용 트랙터 쟁기의 보습 (폐지)|2013-12-30||기계융합산업표준과|양승배|
2058|KS B 7140|동력 경운기용 조속 레버 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2059|KS B 7141|동력 경운기용 조향 클러치 레버 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2060|KS B 7142|보행형 동력 경운기용 로터리 경운날 및 경운날집|2018-06-11|2018-0164|기계융합산업표준과|정현우|
2061|KS B 7143|농업용 트랙터의 경운날 및 경운날집|2018-06-11|2018-0164|기계융합산업표준과|정현우|
2062|KS B 7144|동력 경운기용 클러치 페이싱 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2063|KS B 7145|동력 경운기용 동력 취출축의 스플라인 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2064|KS B 7146|동력 경운기용 퇴유 플러그 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2065|KS B 7148|동력경운기용트레일러바아연결핀 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2066|KS B 7149|동력경운기용트레일러U볼트 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2067|KS B 7150|동력경운기용쟁기조절볼트 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2068|KS B 7201|이앙기의 시방서 양식 (폐지)|2014-12-15|2014-0827|기계융합산업표준과|양승배|
2069|KS B 7202|농업 기계의 안전 통칙 (폐지)|2007-12-28|2007-1226|기계융합산업표준과|정현우|
2070|KS B 7203|보행형 동력 이앙기용 차륜의 주요 치수 (폐지)|2014-12-15|2014-0827|기계융합산업표준과|정현우|
2071|KS B 7204|승용 이앙기용 차륜의 주요 치수|2017-12-05|2017-0570|기계융합산업표준과|정현우|
2072|KS B 7251|동력 경운기용 팽창 마개의 주요 치수 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2073|KS B 7252|농업기계용 시동용 납 축전지 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2074|KS B 7300|로봇용 고정밀 감속기 성능 시험방법|2021-11-26|2021-0547|기계융합산업표준과|강민구|
2075|KS B 7301|서비스로봇의 자율성 지수|2021-11-26|2021-0547|기계융합산업표준과|강민구|
2076|KS B 7302|교구용 로봇|2017-12-29|2017-0677|기계융합산업표준과|강민구|
2077|KS B 7303|건식 가정용 청소 로봇|2019-12-13|2019-0466|기계융합산업표준과|강민구|
2078|KS B 7304|교육보조로봇|2017-12-29|2017-0677|기계융합산업표준과|강민구|
2079|KS B 7305-1|개방형 로봇 소프트웨어 플랫폼 ― 제1부: 일반사항|2019-12-13|2019-0466|기계융합산업표준과|강민구|
2080|KS B 7305-2|개방형 로봇 소프트웨어 플랫폼 ― 제2부: 컴포넌트|2019-12-13|2019-0466|기계융합산업표준과|강민구|
2081|KS B 7351|삽 및 스쿠프|2018-06-08|2018-0163|기계융합산업표준과|정현우|
2082|KS B 7352|곡괭이 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2083|KS B 7353|농업용 포오크 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2084|KS B 7354|야전삽 및 피|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2085|KS B 7355|도끼|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2086|KS B 7356|개량괭이 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2087|KS B 7357|레이크 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2088|KS B 7358|꽃삽 (폐지)|2013-12-30||기계융합산업표준과|양승배|
2089|KS B 7359|3단 접철식 야전삽|2018-06-11|2018-0164|기계융합산업표준과|정현우|
2090|KS B 7361|소형 육상용 내연 기관 성능 시험 방법|2020-11-24|2020-0396|기계융합산업표준과|정현우|
2091|KS B 7362|농업 기계용 조작 장치의 식별 기호 (폐지)|2007-12-28|2007-1226|기계융합산업표준과|정현우|
2092|KS B 7363|양돈용 바닥재 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2093|KS B 7364|디스크와이어식 자동급이기 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2094|KS B 7365|가축분뇨 교반발효기의 시험평가 방법 (폐지)|2013-12-30||기계융합산업표준과|양승배|
2095|KS B 7371|소형 육용 수랭 스파크 점화 기관 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2096|KS B 7372|소형 육용 수냉 디이젤 기관 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2097|KS B 7381|소형 육용 강제 공랭 스파크 점화 기관 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2098|KS B 7382|소형 육용 강제 공랭 디젤 기관 (폐지)|2001-12-29|2001-0930|기계융합산업표준과|양승배|
2099|KS B 7391|마그네토 성능 시험 방법 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2100|KS B 7396|축 회전형 마그네토 (폐지)|2013-12-30||기계융합산업표준과|양승배|
2101|KS B 7397|플라이 휠형 마크네토 (폐지)|2013-12-30||기계융합산업표준과|양승배|
2102|KS B 7401|소형 육용 내연 기관용 전조등 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2103|KS B 7402|소형 육용 내연 기관용 배수 콕 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2104|KS B 7403|소형 육용 내연 기관용 냉각수 주입구 및 캡의 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2105|KS B 7404|소형 육용 내연 기관용 윤활유 여과기 치수 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2106|KS B 7405|소형 육용 내연 기관용 연료 여과기 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2107|KS B 7406|소형 육용 내연 기관용 연료유 주입구 및 캡의 치수 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2108|KS B 7407|소형 육용 내연 기관용 연료 분사 노즐 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2109|KS B 7408|농업용 내연 기관의 퇴유 플러그 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2110|KS B 7410|소형 육용 내연 기관용 로우터리 펌프 (폐지)|1990-03-26||기계융합산업표준과|양승배|
2111|KS B 7501|소형 벌루트 펌프|2021-08-27|2021-0280|기계융합산업표준과|이경희|
2112|KS B 7505|소형 다단 원심 펌프 (폐지)|2013-12-30|2013-0087|기계융합산업표준과|양승배|
2113|KS B 7512|펌프용프라이밍플러그 (폐지)|1983-12-26||기계융합산업표준과|양승배|
2114|KS B 7513|펌프의 흡입관 및 토출관의 치수|2019-12-27|2019-0542|기계융합산업표준과|이경희|
2115|KS B 7608|바인더용 결속끈 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2116|KS B 7609|자탈형 콤바인용 예취날|2017-11-27|2017-0535|기계융합산업표준과|정현우|
2117|KS B 7610|바인더및이앙기용조향클러치레버치수 (폐지)|1983-12-26||기계융합산업표준과|양승배|
2118|KS B 7611|바인더 및 이앙기용 조속 레버 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2119|KS B 7612|동력 이양기용 차축핀 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2120|KS B 7615|바인터결속부의주유구마개 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2121|KS B 7616|바인더동력전달부의주유구마개 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2122|KS B 7631|예취기용 회전 절단날|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2123|KS B 7701|인력 분무기 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2124|KS B 7702|지렛대식 분무기 (폐지)|2005-09-26|2005-0582|기계융합산업표준과|양승배|
2125|KS B 7703|분무기용 호스 이음 및 호스 연결구|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2126|KS B 7704|트랙터 및 콤바인용 연료 여과기 엘레멘트의 주요 치수 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2127|KS B 7706|동력분무기용압력게이지연결부 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2128|KS B 7707|동력살 분무기용 직선 관 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2129|KS B 7708|동력살 분무기용 곡선 관 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2130|KS B 7711|동력 분무기용 흡입 밸브 및 배출 밸브 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2131|KS B 7712|동력 분무기용 플런저 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2132|KS B 7713|동력 분무기용 공기실 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2133|KS B 7714|동력 분무기용 니플 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2134|KS B 7715|동력 분무기용 흡입구 치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2135|KS B 7716|동력분무기토출구치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2136|KS B 7720|동력 분무기용 폴리 연결부 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2137|KS B 7725|자동탈곡기용양곡기본체연결부치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2138|KS B 7726|자동탈곡기용양곡기곡관연결부치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2139|KS B 7727|자동탈곡기용양곡기베고풀리축치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2140|KS B 7730|자동탈곡기용텐션풀리치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2141|KS B 7731|동력경운기용트레일러디스크휘일치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2142|KS B 7732|동력경운기용트레일러허브치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2143|KS B 7733|동력경운기용받침대연결핀의치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2144|KS B 7734|농업용 트랙터의 연료 여과기 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2145|KS B 7736|농업용 트랙터의 윤활유 여과기 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2146|KS B 7737|농업용 트랙터 쟁기 볏귀의 치수 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2147|KS B 7738|콤바인용윤활유여과기치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2148|KS B 7739|4조이하의콤바인용작업등치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2149|KS B 7740|바인더용작업등치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2150|KS B 7741|동력경운기용텐션풀리치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2151|KS B 7743|자동탈곡기용배고혹 V 벨트치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2152|KS B 7744|자동탈곡기용승강기버킷치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2153|KS B 7745|자동탈곡기용승강기벨트치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2154|KS B 7746|자동탈곡기용배고풀리치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2155|KS B 7747|볏짚절단기의고정칼날치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2156|KS B 7748|볏짚절단기의회전칼날치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2157|KS B 7749|농업용 저속 차량 표지판|2017-11-27|2017-0535|기계융합산업표준과|정현우|
2158|KS B 7750|이앙기용 안내봉 (폐지)|1992-10-29||기계융합산업표준과|정현우|
2159|KS B 7751|이앙기용 연료 여과기 몸통 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2160|KS B 7752|이앙기용 조속 와이어 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2161|KS B 7753|이앙기용 쵸오크 와이어 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2162|KS B 7754|이앙기용 육묘 상자 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2163|KS B 7755|동력 분무기용 V 패킹 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2164|KS B 7756|동력 분무기용 그리이스 컵 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2165|KS B 7757|동력살 분무기용 연료통 마개 치수 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2166|KS B 7758|동력살 분무기용 주름 호오스 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2167|KS B 7759|동력 분무기용 약액 콕크 (폐지)|1995-05-23||기계융합산업표준과|정현우|
2168|KS B 7760|바인더용칼날누름판치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2169|KS B 7761|바인더용마찰판치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2170|KS B 7762|바인더용보조마찰판치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2171|KS B 7763|바인더용차축핀치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2172|KS B 7764|콤바인용마찰판치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2173|KS B 7765|콤바인용보조마찰판치수 (폐지)|1990-03-26||기계융합산업표준과|정현우|
2174|KS B 7770|컴바인용 디스크형 커터의 회전칼|2017-11-27|2017-0535|기계융합산업표준과|정현우|
2175|KS B 7771|동력 경운기용 차륜 부착부 치수|2021-10-05|2021-0430|기계융합산업표준과|정현우|
2176|KS B 7772|보행형 트랙터의 히치부 치수|2017-11-27|2017-0535|기계융합산업표준과|정현우|
2177|KS B 7773|농업용 트랙터의 ⊂형 드로바|2017-11-27|2017-0535|기계융합산업표준과|정현우|
2178|KS B 7774|농림업용 차륜형 트랙터의 차륜과 허브 부착부 치수|2022-06-30|2022-0129|기계융합산업표준과|정현우|
2179|KS B 7775|농업 기계 ― 표시에 관한 통칙|2018-06-08|2018-0163|기계융합산업표준과|정현우|
2180|KS B 7776|농업용 트랙터의 전방 및 중간 동력 인출축|2018-06-08|2018-0163|기계융합산업표준과|정현우|
2181|KS B 7801|농업용 차륜 트랙터의 시방서 서식 (폐지)|2014-12-15|2014-0827|기계융합산업표준과|정현우|
2182|KS B 7802|농업용 차륜 트랙터의 3점 지지 장치의 주요 치수 (폐지)|2007-12-28|2007-1226|기계융합산업표준과|양승배|
2183|KS B 7803|농업용 차륜 트랙터의 링크형 드로바의 주요 치수|2017-11-27|2017-0535|기계융합산업표준과|정현우|
2184|KS B 7804|농업용 트랙터와 기계 - 전기 공급용 2극 컨넥터|2022-06-30|2022-0129|기계융합산업표준과|정현우|
2185|KS B 7805|농업용 트랙터 클러치 페이싱 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2186|KS B 7806|농업용 트랙터 클러치 커버 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2187|KS B 7807|농업용 트랙터 클러치 디스크 (폐지)|2013-12-30||기계융합산업표준과|정현우|
2188|KS B 7851|농업용 트랙터의 동력취출장치 성능 시험 방법 (폐지)|2016-02-02|2016-0019|기계융합산업표준과|정현우|
